,yaw,pitch,roll
221,-2.46,-5.75,-0.19
222,-2.46,-5.74,-0.2
223,-2.43,-5.72,-0.23
224,-2.38,-5.73,-0.27
225,-2.32,-5.74,-0.31
226,-2.26,-5.74,-0.34
227,-2.24,-5.74,-0.35
228,-2.27,-5.75,-0.33
229,-2.31,-5.76,-0.29
230,-2.34,-5.77,-0.26
231,-2.38,-5.78,-0.23
232,-2.41,-5.8,-0.21
233,-2.41,-5.8,-0.2
234,-2.42,-5.8,-0.19
235,-2.45,-5.8,-0.18
236,-2.49,-5.8,-0.18
237,-2.51,-5.8,-0.18
238,-2.51,-5.79,-0.18
239,-2.51,-5.78,-0.19
240,-2.5,-5.77,-0.2
241,-2.5,-5.76,-0.21
242,-2.5,-5.75,-0.22
243,-2.5,-5.75,-0.23
244,-2.5,-5.74,-0.23
245,-2.49,-5.73,-0.24
246,-2.48,-5.73,-0.25
247,-2.46,-5.73,-0.25
248,-2.42,-5.73,-0.26
249,-2.32,-5.72,-0.27
250,-2.27,-5.72,-0.27
251,-2.23,-5.72,-0.27
252,-2.2,-5.72,-0.27
253,-2.18,-5.72,-0.27
254,-2.2,-5.72,-0.26
255,-2.2,-5.72,-0.26
256,-2.2,-5.72,-0.26
257,-2.19,-5.72,-0.27
258,-2.2,-5.73,-0.27
259,-2.2,-5.73,-0.27
260,-2.2,-5.73,-0.27
261,-2.2,-5.73,-0.27
262,-2.2,-5.74,-0.27
263,-2.2,-5.74,-0.27
264,-2.2,-5.74,-0.27
265,-2.2,-5.74,-0.27
266,-2.22,-5.76,-0.27
267,-2.14,-5.76,-0.43
268,-2.07,-5.77,-0.42
269,-2.07,-5.77,-0.42
270,-2.08,-5.81,-0.53
271,-2.11,-5.82,-0.57
272,-2.12,-5.84,-0.53
273,-2.23,-5.79,-0.53
274,-2.23,-5.79,-0.53
275,-2.28,-5.81,-0.39
276,-2.26,-5.8,-0.48
277,-2.28,-5.78,-0.42
278,-2.28,-5.82,-0.33
279,-2.29,-5.81,-0.48
280,-2.25,-5.83,-0.42
281,-2.17,-5.83,-0.37
282,-2.23,-5.85,-0.41
283,-2.24,-5.84,-0.39
284,-2.24,-5.81,-0.41
285,-2.24,-5.8,-0.38
286,-2.16,-5.79,-0.46
287,-2.2,-5.77,-0.41
288,-2.2,-5.76,-0.45
289,-2.19,-5.76,-0.56
290,-2.21,-5.79,-0.48
291,-2.23,-5.81,-0.44
292,-2.22,-5.8,-0.45
293,-2.26,-5.8,-0.5
294,-2.29,-5.9,-0.5
295,-2.28,-5.86,-0.49
296,-2.29,-5.83,-0.42
297,-2.24,-5.84,-0.41
298,-2.28,-5.8,-0.5
299,-2.26,-5.68,-0.47
300,-2.33,-5.67,-0.36
301,-2.22,-5.71,-0.32
302,-2.17,-5.69,-0.32
303,-2.14,-5.67,-0.27
304,-2.15,-5.7,-0.18
305,-2.14,-5.7,-0.15
306,-2.19,-5.74,-0.07
307,-2.22,-5.73,-0.08
308,-2.24,-5.68,-0.08
309,-2.26,-5.62,-0.06
310,-2.37,-5.58,-0.09
311,-2.45,-5.59,-0.19
312,-2.43,-5.65,-0.21
313,-2.45,-5.62,-0.2
314,-2.38,-5.61,-0.17
315,-2.3,-5.68,-0.2
316,-2.27,-5.66,-0.21
317,-2.23,-5.61,-0.19
318,-2.25,-5.68,-0.26
319,-2.25,-5.7,-0.18
320,-2.23,-5.63,-0.14
321,-2.24,-5.71,-0.15
322,-2.24,-5.68,-0.15
323,-2.17,-5.78,-0.17
324,-2.23,-5.73,-0.12
325,-2.27,-5.74,-0.12
326,-2.28,-5.79,-0.05
327,-2.28,-5.78,0.01
328,-2.22,-5.77,-0.08
329,-2.25,-5.71,-0.07
330,-2.19,-5.76,-0.06
331,-2.11,-5.76,-0.05
332,-2.21,-5.74,-0.07
333,-2.25,-5.67,-0.06
334,-2.19,-5.71,-0.06
335,-2.23,-5.78,0.05
336,-2.23,-5.74,0.09
337,-2.2,-5.75,-0.08
338,-2.22,-5.79,-0.03
339,-2.21,-5.73,0.09
340,-2.31,-5.69,-0.07
341,-2.27,-5.77,-0.13
342,-2.2,-5.79,-0.01
343,-2.25,-5.75,0.05
344,-2.39,-5.7,-0.05
345,-2.25,-5.76,-0.09
346,-2.08,-5.79,-0.07
347,-2.16,-5.75,0.02
348,-2.23,-5.77,0.09
349,-2.29,-5.74,0.06
350,-2.27,-5.77,0.02
351,-2.17,-5.81,-0.02
352,-2.13,-5.82,-0.0
353,-2.13,-5.83,0.03
354,-2.16,-5.83,0.06
355,-2.19,-5.81,0.09
356,-2.27,-5.77,0.06
357,-2.25,-5.77,0.01
358,-2.16,-5.79,0.0
359,-2.07,-5.81,-0.01
360,-1.94,-5.8,-0.02
361,-1.77,-5.82,-0.02
362,-1.63,-5.85,-0.05
363,-1.49,-5.83,-0.04
364,-1.38,-5.81,-0.03
365,-1.33,-5.81,-0.03
366,-1.29,-5.81,-0.02
367,-1.28,-5.81,-0.02
368,-1.3,-5.81,-0.01
369,-1.32,-5.82,-0.02
370,-1.32,-5.82,-0.03
371,-1.31,-5.82,-0.03
372,-1.31,-5.82,-0.03
373,-1.31,-5.82,-0.04
374,-1.32,-5.82,-0.04
375,-1.32,-5.82,-0.05
376,-1.32,-5.83,-0.05
377,-1.31,-5.83,-0.06
378,-1.3,-5.82,-0.06
379,-1.3,-5.82,-0.07
380,-1.3,-5.82,-0.07
381,-1.31,-5.81,-0.07
382,-1.32,-5.81,-0.08
383,-1.33,-5.81,-0.08
384,-1.33,-5.81,-0.08
385,-1.33,-5.81,-0.08
386,-1.32,-5.81,-0.08
387,-1.32,-5.81,-0.09
388,-1.31,-5.81,-0.1
389,-1.29,-5.81,-0.1
390,-1.29,-5.81,-0.1
391,-1.3,-5.81,-0.1
392,-1.3,-5.82,-0.1
393,-1.3,-5.82,-0.1
394,-1.3,-5.82,-0.1
395,-1.29,-5.81,-0.09
396,-1.27,-5.81,-0.09
397,-1.28,-5.81,-0.08
398,-1.28,-5.81,-0.08
399,-1.29,-5.82,-0.08
400,-1.29,-5.82,-0.07
401,-1.29,-5.82,-0.07
402,-1.3,-5.82,-0.07
403,-1.3,-5.82,-0.07
404,-1.3,-5.83,-0.07
405,-1.3,-5.83,-0.07
406,-1.3,-5.83,-0.07
407,-1.3,-5.83,-0.06
408,-1.3,-5.83,-0.06
409,-1.3,-5.83,-0.06
410,-1.35,-5.87,-0.09
411,-1.31,-5.93,-0.12
412,-1.25,-5.99,-0.09
413,-1.17,-6.01,-0.0
414,-1.12,-5.99,-0.03
415,-1.17,-6.08,-0.06
416,-1.23,-6.07,0.04
417,-1.22,-5.94,0.01
418,-1.25,-5.91,-0.05
419,-1.28,-5.97,0.02
420,-1.3,-5.85,0.02
421,-1.35,-5.83,0.01
422,-1.33,-5.93,0.08
423,-1.32,-5.82,-0.01
424,-1.41,-5.84,-0.03
425,-1.43,-5.9,0.04
426,-1.44,-5.86,0.03
427,-1.41,-5.89,0.01
428,-1.45,-5.85,0.02
429,-1.39,-5.88,0.03
430,-1.43,-5.88,0.0
431,-1.46,-5.83,-0.01
432,-1.4,-5.76,-0.14
433,-1.36,-5.82,-0.12
434,-1.38,-5.77,-0.05
435,-1.37,-5.74,-0.09
436,-1.34,-5.86,-0.14
437,-1.39,-5.84,-0.06
438,-1.36,-5.74,-0.0
439,-1.36,-5.74,-0.0
440,-1.38,-5.83,-0.02
441,-1.35,-5.9,0.03
442,-1.37,-5.9,-0.0
443,-1.39,-5.9,0.05
444,-1.33,-5.85,0.06
445,-1.28,-5.86,-0.04
446,-1.31,-5.89,-0.08
447,-1.28,-5.9,-0.07
448,-1.26,-5.97,-0.1
449,-1.28,-6.04,-0.13
450,-1.29,-5.87,-0.11
451,-1.28,-5.84,-0.1
452,-1.3,-5.9,-0.11
453,-1.37,-5.76,-0.17
454,-1.39,-5.54,-0.23
455,-1.44,-5.54,-0.22
456,-1.49,-5.54,-0.18
457,-1.54,-5.5,-0.3
458,-1.52,-5.55,-0.19
459,-1.52,-5.6,-0.22
460,-1.44,-5.59,-0.3
461,-1.38,-5.59,-0.29
462,-1.39,-5.67,-0.26
463,-1.39,-5.67,-0.24
464,-1.41,-5.63,-0.17
465,-1.42,-5.68,-0.17
466,-1.38,-5.59,-0.24
467,-1.34,-5.59,-0.15
468,-1.37,-5.58,-0.17
469,-1.31,-5.61,-0.13
470,-1.33,-5.62,-0.11
471,-1.27,-5.72,-0.03
472,-1.32,-5.71,-0.09
473,-1.26,-5.82,0.01
474,-1.31,-5.83,-0.04
475,-1.34,-5.93,-0.05
476,-1.32,-5.98,0.05
477,-1.31,-5.97,-0.08
478,-1.33,-6.01,-0.04
479,-1.27,-5.95,-0.08
480,-1.27,-6.01,-0.08
481,-1.31,-6.03,-0.04
482,-1.34,-5.93,-0.21
483,-1.26,-5.99,-0.08
484,-1.38,-5.95,-0.25
485,-1.42,-5.96,-0.25
486,-1.37,-6.06,-0.16
487,-1.49,-6.11,-0.04
488,-1.54,-6.04,-0.03
489,-1.47,-6.02,-0.12
490,-1.45,-6.01,-0.24
491,-1.41,-6.07,-0.24
492,-1.38,-6.14,-0.18
493,-1.36,-6.12,-0.09
494,-1.36,-6.12,-0.11
495,-1.34,-6.06,-0.2
496,-1.24,-6.08,-0.21
497,-1.21,-6.07,-0.14
498,-1.21,-5.94,-0.05
499,-1.19,-5.89,-0.08
500,-1.24,-5.89,-0.11
501,-1.31,-6.01,-0.13
502,-1.33,-6.04,-0.21
503,-1.36,-6.0,-0.25
504,-1.35,-6.0,-0.22
505,-1.35,-6.02,-0.22
506,-1.34,-6.03,-0.22
507,-1.34,-6.04,-0.22
508,-1.35,-6.05,-0.21
509,-1.36,-6.07,-0.2
510,-1.35,-6.08,-0.2
511,-1.36,-6.09,-0.18
512,-1.35,-6.1,-0.17
513,-1.35,-6.1,-0.16
514,-1.35,-6.1,-0.15
515,-1.35,-6.1,-0.14
516,-1.35,-6.1,-0.13
517,-1.35,-6.1,-0.12
518,-1.35,-6.1,-0.12
519,-1.35,-6.1,-0.12
520,-1.35,-6.11,-0.12
521,-1.35,-6.11,-0.12
522,-1.35,-6.11,-0.12
523,-1.36,-6.11,-0.13
524,-1.36,-6.12,-0.13
525,-1.36,-6.12,-0.14
526,-1.36,-6.12,-0.14
527,-1.36,-6.12,-0.15
528,-1.36,-6.12,-0.16
529,-1.36,-6.12,-0.16
530,-1.36,-6.12,-0.17
531,-1.36,-6.12,-0.17
532,-1.36,-6.12,-0.18
533,-1.37,-6.11,-0.18
534,-1.37,-6.11,-0.18
535,-1.37,-6.11,-0.18
536,-1.37,-6.11,-0.18
537,-1.37,-6.11,-0.18
538,-1.37,-6.1,-0.18
539,-1.37,-6.1,-0.18
540,-1.37,-6.1,-0.18
541,-1.37,-6.1,-0.18
542,-1.36,-6.1,-0.18
543,-1.36,-6.1,-0.18
544,-1.36,-6.09,-0.18
545,-1.36,-6.09,-0.18
546,-1.36,-6.09,-0.18
547,-1.36,-6.1,-0.18
548,-1.38,-6.11,-0.16
549,-1.42,-6.13,-0.14
550,-1.48,-6.14,-0.11
551,-1.53,-6.16,-0.08
552,-1.49,-6.19,-0.07
553,-1.48,-6.22,-0.06
554,-1.51,-6.22,-0.03
555,-1.51,-6.22,0.01
556,-1.59,-6.22,-0.05
557,-1.75,-6.22,-0.19
558,-2.02,-6.23,-0.11
559,-2.05,-6.13,-0.12
560,-1.82,-6.19,-0.1
561,-1.66,-6.2,-0.12
562,-1.44,-6.15,-0.25
563,-1.42,-6.2,-0.18
564,-1.45,-6.18,-0.12
565,-1.42,-6.2,-0.26
566,-1.48,-6.24,-0.17
567,-1.51,-6.27,-0.14
568,-1.56,-6.32,-0.17
569,-1.53,-6.38,-0.02
570,-1.62,-6.41,-0.0
571,-1.61,-6.33,-0.09
572,-1.51,-6.36,-0.2
573,-1.47,-6.32,-0.19
574,-1.46,-6.38,-0.31
575,-1.46,-6.25,-0.55
576,-1.32,-6.23,-0.42
577,-1.41,-6.29,-0.23
578,-1.51,-6.33,-0.39
579,-1.55,-6.31,-0.4
580,-1.5,-6.35,-0.38
581,-1.58,-6.31,-0.44
582,-1.57,-6.32,-0.43
583,-1.54,-6.41,-0.33
584,-1.56,-6.43,-0.31
585,-1.59,-6.41,-0.29
586,-1.57,-6.38,-0.23
587,-1.57,-6.36,-0.31
588,-1.5,-6.36,-0.38
589,-1.44,-6.37,-0.35
590,-1.41,-6.34,-0.43
591,-1.38,-6.37,-0.41
592,-1.4,-6.37,-0.45
593,-1.41,-6.38,-0.5
594,-1.38,-6.45,-0.41
595,-1.26,-6.41,-0.33
596,-1.17,-6.38,-0.28
597,-1.12,-6.45,-0.34
598,-1.05,-6.47,-0.32
599,-1.08,-6.49,-0.2
600,-1.18,-6.44,-0.2
601,-1.32,-6.44,-0.16
602,-1.34,-6.56,-0.14
603,-1.38,-6.48,-0.22
604,-1.44,-6.48,-0.17
605,-1.39,-6.61,-0.2
606,-1.38,-6.54,-0.3
607,-1.39,-6.56,-0.22
608,-1.38,-6.59,-0.29
609,-1.43,-6.66,-0.25
610,-1.4,-6.58,-0.28
611,-1.5,-6.63,-0.25
612,-1.5,-6.61,-0.29
613,-1.54,-6.68,-0.22
614,-1.57,-6.65,-0.19
615,-1.54,-6.64,-0.22
616,-1.56,-6.66,-0.19
617,-1.5,-6.64,-0.23
618,-1.56,-6.7,-0.13
619,-1.56,-6.64,-0.18
620,-1.5,-6.71,-0.27
621,-1.52,-6.7,-0.21
622,-1.46,-6.64,-0.29
623,-1.51,-6.74,-0.28
624,-1.52,-6.74,-0.17
625,-1.44,-6.68,-0.24
626,-1.45,-6.71,-0.34
627,-1.53,-6.78,-0.17
628,-1.53,-6.73,-0.15
629,-1.52,-6.74,-0.29
630,-1.39,-6.76,-0.32
631,-1.33,-6.82,-0.2
632,-1.38,-6.81,-0.12
633,-1.46,-6.76,-0.24
634,-1.48,-6.73,-0.28
635,-1.45,-6.75,-0.28
636,-1.51,-6.81,-0.17
637,-1.45,-6.8,-0.1
638,-1.36,-6.8,-0.17
639,-1.35,-6.83,-0.22
640,-1.38,-6.83,-0.23
641,-1.42,-6.83,-0.25
642,-1.5,-6.85,-0.28
643,-1.64,-6.89,-0.27
644,-1.72,-6.91,-0.21
645,-1.86,-6.9,-0.17
646,-1.99,-6.89,-0.13
647,-2.03,-6.87,-0.08
648,-1.98,-6.84,-0.06
649,-1.9,-6.85,-0.08
650,-1.8,-6.85,-0.12
651,-1.68,-6.86,-0.15
652,-1.55,-6.87,-0.17
653,-1.41,-6.88,-0.19
654,-1.32,-6.89,-0.21
655,-1.3,-6.9,-0.21
656,-1.32,-6.9,-0.2
657,-1.32,-6.91,-0.19
658,-1.32,-6.91,-0.19
659,-1.33,-6.92,-0.18
660,-1.32,-6.93,-0.18
661,-1.32,-6.93,-0.18
662,-1.33,-6.94,-0.17
663,-1.33,-6.95,-0.17
664,-1.33,-6.95,-0.17
665,-1.34,-6.95,-0.16
666,-1.34,-6.96,-0.16
667,-1.34,-6.96,-0.15
668,-1.35,-6.97,-0.15
669,-1.35,-6.97,-0.15
670,-1.35,-6.98,-0.14
671,-1.36,-6.98,-0.14
672,-1.36,-6.99,-0.13
673,-1.36,-6.99,-0.13
674,-1.36,-7.0,-0.13
675,-1.37,-7.0,-0.12
676,-1.37,-7.01,-0.12
677,-1.37,-7.01,-0.12
678,-1.37,-7.01,-0.12
679,-1.36,-7.01,-0.12
680,-1.36,-7.01,-0.13
681,-1.34,-7.02,-0.13
682,-1.33,-7.02,-0.13
683,-1.32,-7.02,-0.13
684,-1.31,-7.02,-0.13
685,-1.31,-7.02,-0.13
686,-1.32,-7.02,-0.13
687,-1.33,-7.02,-0.12
688,-1.33,-7.02,-0.12
689,-1.34,-7.02,-0.11
690,-1.34,-7.02,-0.11
691,-1.35,-7.03,-0.11
692,-1.35,-7.03,-0.1
693,-1.36,-7.03,-0.1
694,-1.36,-7.03,-0.1
695,-1.34,-6.98,-0.1
696,-1.31,-6.89,-0.15
697,-1.31,-6.89,-0.15
698,-1.24,-6.86,-0.22
699,-1.35,-6.89,-0.18
700,-1.46,-6.85,-0.12
701,-1.49,-6.88,-0.11
702,-1.42,-6.89,-0.11
703,-1.5,-7.07,-0.07
704,-1.5,-7.09,-0.06
705,-1.42,-7.18,-0.06
706,-1.42,-7.18,-0.09
707,-1.41,-7.11,-0.06
708,-1.41,-7.11,-0.06
709,-1.39,-7.01,-0.03
710,-1.39,-7.01,-0.04
711,-1.39,-6.92,-0.05
712,-1.48,-6.93,0.02
713,-1.48,-6.93,0.02
714,-1.5,-6.84,-0.0
715,-1.47,-6.78,0.06
716,-1.47,-6.75,-0.02
717,-1.46,-6.78,-0.04
718,-1.46,-6.78,-0.04
719,-1.44,-6.61,0.02
720,-1.46,-6.66,0.04
721,-1.47,-6.65,0.22
722,-1.4,-6.57,0.14
723,-1.4,-6.61,0.1
724,-1.44,-6.69,0.1
725,-1.43,-6.71,0.13
726,-1.44,-6.66,0.16
727,-1.44,-6.66,0.16
728,-1.42,-6.51,0.26
729,-1.42,-6.47,0.25
730,-1.41,-6.5,0.23
731,-1.42,-6.55,0.17
732,-1.41,-6.57,0.14
733,-1.37,-6.58,0.15
734,-1.38,-6.62,0.14
735,-1.42,-6.62,0.14
736,-1.37,-6.66,0.18
737,-1.32,-6.74,0.21
738,-1.38,-6.8,0.2
739,-1.41,-6.87,0.2
740,-1.44,-6.96,0.2
741,-1.55,-6.97,0.28
742,-1.63,-6.91,0.29
743,-1.61,-6.88,0.31
744,-1.5,-6.98,0.33
745,-1.46,-6.92,0.29
746,-1.46,-6.8,0.24
747,-1.39,-6.81,0.19
748,-1.31,-6.84,0.17
749,-1.34,-6.81,0.15
750,-1.32,-6.87,0.09
751,-1.29,-6.8,0.09
752,-1.3,-6.91,0.12
753,-1.32,-6.96,0.18
754,-1.33,-7.03,0.2
755,-1.38,-7.08,0.25
756,-1.35,-7.01,0.25
757,-1.33,-7.07,0.25
758,-1.34,-6.99,0.24
759,-1.34,-7.01,0.23
760,-1.31,-6.96,0.24
761,-1.32,-7.02,0.27
762,-1.34,-7.02,0.29
763,-1.34,-6.98,0.28
764,-1.35,-7.05,0.28
765,-1.39,-7.08,0.29
766,-1.41,-7.02,0.25
767,-1.39,-7.1,0.28
768,-1.36,-7.18,0.32
769,-1.36,-7.06,0.28
770,-1.42,-7.0,0.25
771,-1.34,-7.03,0.22
772,-1.38,-7.07,0.26
773,-1.46,-7.05,0.3
774,-1.4,-7.01,0.29
775,-1.36,-6.98,0.26
776,-1.32,-7.05,0.25
777,-1.35,-7.12,0.29
778,-1.35,-7.14,0.32
779,-1.36,-7.15,0.34
780,-1.4,-7.13,0.33
781,-1.42,-7.11,0.33
782,-1.44,-7.09,0.34
783,-1.45,-7.07,0.33
784,-1.39,-7.06,0.31
785,-1.35,-7.05,0.29
786,-1.39,-7.04,0.28
787,-1.42,-7.02,0.26
788,-1.41,-6.99,0.25
789,-1.38,-7.0,0.29
790,-1.35,-7.03,0.3
791,-1.37,-7.09,0.27
792,-1.36,-7.07,0.25
793,-1.37,-7.02,0.25
794,-1.38,-7.0,0.25
795,-1.33,-7.02,0.18
796,-1.33,-7.07,0.18
797,-1.36,-7.1,0.24
798,-1.4,-7.11,0.29
799,-1.43,-7.1,0.28
800,-1.42,-7.08,0.28
801,-1.41,-7.05,0.28
802,-1.42,-7.04,0.28
803,-1.42,-7.02,0.27
804,-1.37,-7.03,0.22
805,-1.34,-7.07,0.2
806,-1.39,-7.1,0.26
807,-1.43,-7.11,0.31
808,-1.45,-7.1,0.35
809,-1.43,-7.11,0.35
810,-1.43,-7.12,0.34
811,-1.46,-7.11,0.34
812,-1.46,-7.08,0.35
813,-1.45,-7.06,0.35
814,-1.43,-7.05,0.34
815,-1.41,-7.04,0.33
816,-1.36,-7.06,0.3
817,-1.37,-7.09,0.3
818,-1.4,-7.11,0.32
819,-1.42,-7.12,0.35
820,-1.41,-7.13,0.37
821,-1.39,-7.14,0.38
822,-1.4,-7.14,0.39
823,-1.42,-7.13,0.4
824,-1.43,-7.13,0.4
825,-1.42,-7.13,0.4
826,-1.42,-7.13,0.39
827,-1.4,-7.12,0.38
828,-1.39,-7.11,0.37
829,-1.39,-7.09,0.35
